,title,link,text
21,A Dinamo Minszk legyőzte a Kunlunt,http://www.jegkorongblog.hu/2018/11/01/a-dinamo-minszk-legyozte-a-kunlunt/#post-259564,"A fehéroroszok a kínai KHL-csapat ellen szakították meg 11 mérkőzés óta tartó nyeretlenségi szériájukat. Az Avangard legyűrte az Admiralt. A távol-keleti együttes végig meccsben volt a Csernisov-divízió első helyén álló omszkiakkal, de egyenlíteniük nem sikerült. Avangard Omszk 4-3 (2-0, 1-2, 1-1) Admiral Vlagyivosztok A Barisz pontot mentett a Traktor ellen. A kazahok az utolsó előtti percben még kétgólos hátrányban voltak, ám Dietz 24 másodperc alatt 2 gólt lőtt, aminek köszönhetően kiharcolták a túlórát, ahol Sarov eldöntötte az oroszok javára a meccset. Barisz Asztana 3-4 H (1-1, 0-1, 2-1, 0-1) Traktor Cseljabinszk A Szpartak egy emberhátrányos góllal győzött Ufában. A Szalavat Julajev hiába lépett meg két emberelőnyös góllal, a moszkvaiak egyenlítettek, az 53. percben pedig Maxwell emberhátrányban belőtte a fővárosiak győztes találatát. Szalavat Julajev Ufa 3-4 (1-0, 2-2, 0-2) Szpartak Moszkva A Torpedo átgázolt a Szeversztalon. A Nyizsnyij Novogorod-iak hősei a 2+1 ponttal záró Parsin, valamint a 3 gólpasszt kiosztó Calof voltak, de Galimov 31 védése is említést érdemel. Torpedo Nyizsnyij Novgorod 7-2 (3-1, 3-0, 1-1) Szeversztal Cserepovec A Dinamo Minszk a Kunlun ellen megszakította a rossz sorozatát. A fehéroroszok a legutóbbi 11 mérkőzésükön egyaránt vesztesen hagyták el a jeget, aztán az első novemberi meccsükön Enroth 30 védésének köszönhetően győztek. Dinamo Minszk 4-1 (0-0, 2-0, 2-1) Kunlun Peking A Dinamo Riga Biljalov vezetésével verte a Lokomotivot. A lettek orosz kapusa 37 lövést fogott, miközben a másik oldalon Konovalovot a 6. percben a 2. bekapott gólja után le kellett cserélni. A kapusváltás után hiába egyenlítettek a jaroszlavliak, a hazaiak gólerős csatára, Videll betalált Saláknak, amivel eldőlt a meccs. Dinamo Riga 3-2 (2-0, 0-2, 1-0) Lokomotiv Jaroszlavl A Slovan a ligautolsó Szibir legyőzésével lezárta négymeccses vereségszériáját. A pozsonyiak sokáig hátrányban voltak, aztán kevesebb mint másfél perc alatt két emberelőnyös góllal megfordították és megnyerték a mérkőzést. Slovan Bratislava 3-2 (1-0, 0-2, 2-0) Szibir Novoszibirszk"
22,Szorokin-shutouttal győzött a CSZKA,http://www.jegkorongblog.hu/2018/11/04/szorokin-shutouttal-gyozott-a-cszka/#post-260020,"A moszkvaiak magabiztosan verték a Jokeritet a Nyugati főcsoport rangadóján. A Szibir hiába vezetett 2-1-re az Avtomobiliszt ellen, Taylor megsérült, a csereként beugró kapus, Kraszikov 3 gólt kapott. A KHL-t vezető jekatyerinburgiaknál Dawes 1+3 ponttal csapata mind a 4 góljából kivette a részét a főcsoport utolsó helyén álló együttes ellen. Avtomobiliszt Jekatyerinburg 4-2 (0-1, 3-1, 1-0) Szibir Novoszibirszk A Metallurg kapott gól nélkül verte az Amurt. A magnyitogorszkiak kapujában Kosecskin 30 védéssel ért el shutoutot, míg Rasmussen 2 assziszttal emelkedett ki a mezőnyjátékosok közül. Metallurg Magnyitogorszk 3-0 (1-0, 2-0, 0-0) Amur Habarovszk A Szocsi kétgólos hátrányból fordított a Traktor ellen. A vendégeknél remekeltek a légiósok: Jokipakka gólt lőtt, Collins és O’Dell gólpasszt adott, míg Rosén 1+1 ponttal zárt. Traktor Cseljabinszk 2-4 (2-1, 0-2, 0-1) Szocsi A CSZKA nem kímélte a Jokeritet. Szorokint nem állították nagy feladat elé a finnek, mindösszesen 15 lövés találta el a moszkvaiak kapuját. CSZKA Moszkva 5-0 (2-0, 1-0, 2-0) Jokerit Helsinki"
23,Joonas Huovinen a DAB-ban,http://www.jegkorongblog.hu/2018/11/02/joonas-huovinen-a-dab-ban/#post-259717,"A 24 éves finn csatár a DEAC ellen mutatkozhat be. “Joonas Huovinen személyében új játékost igazolt a Dunaújvárosi Acélbikák jégkorongcsapata – áll a klub közleményében. – A 24 éves, 180 cm magas és 80 kg-os finn csatár a brit elitligában (EIHL) szereplő Milton Keynes Lightning együttesétől érkezett Dunaújvárosba. A centerként és jobbszélsőként is bevethető játékos már a 2011/2012-es szezonban, mindössze 17 évesen bemutatkozott a finn másodosztályban (Mestis), majd 18 évesen már az elit ligában (Liiga) lépett pályára, s tagja volt hazája U18-as és U20-as válogatottjának is.” Huovinen az október elején távozott Westerling helyére érkezett a dunaújvárosiakhoz, pénteken, a DEAC ellen debütál új klubjában.  Fotó: Timo Savela (jatkoaika.com)"
24,5 meccs után újra pontot szerezne a Vasas,http://www.jegkorongblog.hu/2018/10/29/vas-bra-1-4/#post-259091,"Ladányi Balázs csapatának legutóbb épp a brassóiak ellen sikerült ez, hétfőn újra ellenük próbálkozhatnak. A Corona talán a legkiszámíthatatlanabb csapat az Erste Ligában. Négy nap alatt három meccset játszottak, Székesfehérváron 7-2-re kaptak ki a Titánoktól, majd ugyanilyen arányban győztek a Hokiklub Budapest otthonában, végül simán nyertek Újpesten, a liga egyik legnehezebb ellenfelével szemben. Hétfőn papíron könnyebb próbatétel következik, a Schiller-Vasas HC otthonában kell helytállniuk. A Brassó 33 pontjával negyedik, a Vasas 5-tel utolsó a tabellán. De ez akkor sem jelentheti azt, hogy Mihály Árpádék fél vállról vehetik a mérkőzést, hiszen legutóbbi káposztásmegyeri találkozójukon mínusz kettőről nagynehezen egyenlítve csak a hosszabításban tudtak ellenfelük fölé kerekedni. Most egy ilyen botlás aligha fér bele, hiszen rajtuk a középmezőny: az UTE 6, a DAB 8 ponttal van lemaradva, de mindketten három mérkőzéssel kevesebbet játszottak. A hétfői siker szempontjából kulcsfontosságú lesz, hogy mennyire tudnak fegyelmezettek maradni. Az UTE ellen ez parádésan sikerült, összesen 8 percet kaptak, míg az ellenfél hatot, de nem véletlenül találunk három brassóit is az öt legtöbb büntetésperccel rendelkező játékos között. Garrett Clarke, Cody Carlson és Craig Cescon eddig annyit szedett össze, mint az utánuk következő hat legszabálytalanabb nem brassói együttvéve. A Vasasnak viszont úgy kellenének a pontok, mint egy falat kenyér. Mióta hat körrel korábban végrehajtották a bravúrt a Corona ellen, azóta egyet sem szereztek, holott közvetlen riválisaikkal is találkoztak. Csakhogy simán kikaptak a Hokiklub Budapesttől és a Vienna Capitals II-től is. Ami a leginkább nem megy, az a góllövés, az említett két találkozón összesen egyet értek el. Valamivel biztatóbb csak a gyergyói vendégjátékuk volt, ott 4-6-tal jöttek le a jégről. Ez a feladat most, megtalálni az utat az ellenfelek kapujáig."
25,Kiütéses siker után várja a Titánokat a Brassó,http://www.jegkorongblog.hu/2018/11/02/asc-corona-brasso-fehervari-titanok-7/#post-259595,"A Sportklub legyőzése után máris újabb meccs jön a kék-sárgáknak, az ellen a csapat ellen, amely egyedül verte sikeres sorozata közben a Coronát. Káprázatos győzelmet arattak a brassóiak a Sportklub felett a csütörtöki erdélyi rangadón. Nyolc gólt lőttek a korábbi listavezetőnek, és csak hármat kaptak. Ezzel megerősítették harmadik helyüket a tabellán, ám a középmezőny tapad rájuk, egy vereséggel lenullázhatnák diadaluk értékét. Jelenleg 39 ponttal állnak a dobogó harmadik fokán, a DEAC 3 meccsel kevesebbet játszva is csak 5-tel van lemaradva, az UTE 4, a DAB 5 meccsel kevesebbel áll, így nehéz reális képet kapni a csapatok valódi pozíciójáról. Az mindenesetre biztos, hogy a Brassó helyzete korántsem stabil, vagyis mindent meg kell tennie a győzelemért. A pénteki találkozó különlegessége, hogy aligha lehet találni két olyan csapatot, amely jobban ismeri egymást, mint a Brassó és a Titánok. Már háromszor mérkőztek egymással, az első találkozót éppúgy 8-3-ra nyerték a brassóiak, mint a Csíkszereda elleni derbit, a másodikon 6-4-re győztek odahaza, a harmadikon viszont a fehérváriak nyertek 7-2-re. Vagyis minden alapjuk megvan a Titánoknak is, hogy bizakodva várják az újabb összecsapást. Annál inkább, mivel a Megyeri úton például csak hosszabbításban kaptak ki egy hete, igaz, utána meglepő vereséget szenvedtek hazai pályán a feltámadó Hokiklub Budapesttől. Pénteken az önbizalomtól duzzadó Brassó otthonából kellene pontot vagy pontokat hozniuk, ami azért nem lesz könnyű feladat. Ha sikerül fegyelmezettnek maradni, és az emberelőnyöket az utóbbi időben szokásos hatékonysággal kihasználni, akkor lehet esélyük a Fejér megyeieknek. "
26,A Zsolna ellen egyenesedhet ki ismét a MAC,http://www.jegkorongblog.hu/2018/11/01/mac-zil-kepes-osszefoglalo/#post-259532,"Az újbudai Extraliga-újonc két sima vereség után ismét fogható ellenféllel játszik a Tüskecsarnokban. Ezzel a megfogalmazással persze óvatosan kell bánni ebben a nagyon erős bajnokságban, hiszen többször is megírtuk már: jórészt azokkal az ellenfelekkel nem tud mit kezdeni Majoross Gergely csapata, amelyek hozzá hasonlóan az alsóbb régiókban tartózkodnak. A HK Nitra ugyan, amely vasárnap 8-2-vel távozott a magyar fővárosból, más kategória, ám az előzőleg 4-1-re nyerő Liptószentmiklós már ebből a körből való. Az MsHK Zilina szintén, amely még szeptember 30-án küldte haza 6-3-mal a MAC-ot. Lenne tehát miért visszavágni, de hogy nem lesz könnyű, bizonyos. Ugyanakkor ne feledjük, hogy nem is totális képtelenség. A Zsolna közvetlenül a magyar csapat előtt áll a 10. helyen, 4 pont előnnyel. Utóbbi öt találkozójából kettőt nyert meg, az egyiket a szlovák juniorválogatott, a másikat a Dukla Trencín ellen. A vasárnapi összecsapás érdekessége, hogy egy gól sem született, a 0-0-s rendes játékidő és hosszabbítás után büntetőkkel húzta be a pluszpontot a Zilina. Nüansz: a MAC is a Trencsén kárára volt sikeres legutóbb, akkor három egységet is eltett, hiszen 5-2-re diadalmaskodott a Tüskében múlt szerdán. Tokaji Viktor másodedző a legnagyobb riválisok egyikének nevezte a Zsolnát a csapat hivatalos közösségi oldalán, majd arról beszélt, hogy bízik benne, újra megindul a MAC-szekér:  Az összecsapás 19 órakor kezdődik.  fotó: Koncsár Irma/MAC"
27,Egyre szebb és jobb hokit játszanak a Titánok,http://www.jegkorongblog.hu/2018/10/30/avs-hkb-video-osszefoglalo-2/#post-259205,"Ha ilyen tempóban fejlődnek tovább a fehérváriak, akkor csak idő kérdése, hogy mikor zárkóznak fel az élmezőnyhöz. A Fehérvári Titánok lassan kezdték a bajnokságot, de azóta alaposan rákapcsoltak, mindenképpen érdemes a fiatalok meccseire is kilátogatniuk a szurkolóknak. A védelemmel még akadnak gondok, de a támadójáték kezd összeállni a megyeszékhelyen. Tizenöt meccsen van túl a csapat, az első 8 találkozón 17 gólt szereztek, a Hokiklub Budapest ellen oda-vissza nyertek, és hosszabbítás után elvették az UTE skalpját is, ami szenzáció volt, de a 7 ponttal nem lehettek elégedettek. Aztán három hete valami radikálisan megváltozott. Az azóta lejátszott hét mérkőzésen 39 gólt lőtt a csapat, amivel 13 pontot tett hozzá az addigi héthez. Kiss Dávid tehát jó munkát végez, és ha az egész szezonban ennyit fejlődik a csapat, akkor merészebb álmokat is dédelgethetnek. A tudatosságot jelzi az emberelőnyös játék minősége. Sokáig ez volt az a játékelem, ami a legkevésbé ment a fiataloknak, a vezetőedző több alkalommal elmondta, külön foglalkoznak a fórok kihasználásával. Ezt minden edző meg szokta említeni, Kiss Dávid abban különbözik, hogy nem eredménytelenül gyakoroltak, a Brassó ellen három, az UTE-val szemben öt előnygólt szereztek, érdemes lesz tehát külön is odafigyelniük erre az aktuális ellenfeleknek. Ahogy a csapat fiataljaira is. A légiós Jack Lewis mellett ugyanis ketten is pont/meccs fölött teljesítenek közülük, a 20 éves Kiss Patrik 10+10-zel áll, az alig 19 esztendős Mihály Ákos pedig 4+12-vel, és vannak még mások is, akik közelítenek hozzájuk. A Titánok hétfői ellenfele az a Hokiklub Budapest lesz, amely október közepén valósággal fellángolt, legyőzte a Vienna Capitals II-t és a Schiller-Vasas HC-t is, majd az UTE-tól mindössze egy-, a listavezető Sportklubtól kétgólos vereséget szenvedett. Minden jel arra utalt, hogy ők is megérkeztek a ligába, de rögvest ezután a Brassótól 7, a DAB-tól 8 gólt kaptak. Utóbbi meccsen bő két és fél perc alatt hagyták fordítani a négy gólt szerző ellenfelet, ami mindennél jobban jelzi, hogy sebezhető a védelem. A Titánokból mindazonáltal felkészültek lehetnek, hiszen idén már harmadszorra futnak össze. Fehérváron hosszabbításig mentek, Budapesten viszont rendes játékidőben nyertek a fehérváriak. Hétfőn este fél hétkor kezdenek a csapatok az Ifj. Ocskay Gábor Jégcsarnokban, győzelemmel két pontra közelítenék meg a hatodik helyen álló Dunaújvárost a hazaiak, míg a vendégek a Vienna Capitals II-vel szemben tudnának jelentőset javítani a pozíciójukon. "
28,A címvédőt is elkapnák a DVTK Jegesmedvék,http://www.jegkorongblog.hu/2018/11/04/hc-05-iclinic-banska-bystrica-dvtk-jegesmedvek/#post-259904,"Elsőre hazai jégen nem sikerült, másodjára Besztercebányán nem lesz könnyebb. Azért sem, mert a bajnokot alighanem felpaprikázta, hogy a legutóbbi fordulóban fejet kellett hajtania a Gyetva előtt idegenben. A pénteki játéknap további meglepetés eredményei árnyékában nem annyira tűnt fel, hogy az alsóházi gárda felülmúlta a hozzá négymeccses győzelmi sorozattal érkező címvédőt, de hát egy 2-1-ben semmi különleges nincs mondjuk egy 4-8-hoz képest. Az Extraliga ráadásul tényleg kompetitív bajnokság, ezt már megtanulhattuk, itt bárki verhet bárkit. A bajnok amúgy nyögvenyelősen kezdett, jó néhány váratlan vereség is becsúszott eleinte, ám idővel összeszedte magát, és a dobogó közelébe kapaszkodott, jelenleg az 5. helyen található. Az első DVTK Jegesmedvék–HC Banska Bytrica találkozón sima vendégsiker született, az 5-2 híven tükrözte a játék képét. Ez a miskolciak vereségszériájának elején történt, amelyből szépen kilábaltak, jelenleg például elmondhatják magukról, hogy utolsó öt találkozójuk közül hármat megnyertek, és egy negyediken is pontot szereztek. Nem adják tehát könnyen a bőrüket, ami bizonyára a nemzetközi szünet előtti utolsó összecsapáson is így lesz. A csapat javuló játéka kapcsán el kell mondani, hogy már amiatt megérte az Extraliga-projekt, hogy kiderült: Magosi Bálint ezen a szinten is képes első-második soros csatárként jégkorongozni. Az a találata is élményszámba ment, amellyel a Gyetva elleni találkozót döntötte el, arra pedig, amivel a Popráddal szembeni hosszabbítás végére tett pontot, nem nagyon vannak szavak. De természetesen nem csupán ő nőtt fel a kihívásokhoz, így tett a gárda pontkirályjelöltje, az 5+14-gyel a bajnokság kanadai tabellájának 8. helyén álló Vas János, valamint Somogyi Balázs és Szirányi Bence is, továbbá máris úgy tűnik, a friss igazolás Vay Ádám képes biztosítani a stabilitást a kapuban. A bő egyhetes pauza ezzel együtt jól jöhet – főként annak, aki valóban pihenhet –, a még jobb az lenne, ha sikerélménnyel tudnák befejezni a pontvadászat e szakaszát a Jegesmedvék. A mérkőzés 17 órakor kezdődik Besztercebányán.  Fotó: Teszárovics Zsuzsa (JKB)"
29,Yanni Gourde hat évig a Tampáé,http://www.jegkorongblog.hu/2018/11/03/gourde-hat-evig-a-tampae/#post-259807,"A mindhárom csatárposzton bevethető játékos több mint 30 milliód dollárt kap. A sosem draftolt, de már 26 éves Yanni Gourde tavaly játszotta első teljes szezonját az NHL-ben. Nem vallott szégyent, 82 mérkőzésen 64 pontot (25+39) gyűjtött, amihez a rájátszásban hozzátett még hetet. Az új szezont a tavalyinál is erőteljesebben kezdte, 12 meccsen kereken 1 pontos átlaga van, így még mielőtt nyáron korlátlan szabad ügynökké válhatott volna, megtartotta őt Julien BriseBois menedzser. Az új kontraktus 2019-ben lép életbe és 2025-ig tart. Gourde összesen 30,996 millió dollárt kap a Tampában, ami évei 5,166 milliót jelent. A szerződés első három évében egyáltalán nem cserélhető el, a következő háromban igen, de csak saját beleegyezésével. "
30,5 meccs után újra pontot szerezne a Vasas,http://www.jegkorongblog.hu/2018/10/30/vas-bra-nyilatkozatok-2/#post-259178,"Ladányi Balázs csapatának legutóbb épp a brassóiak ellen sikerült ez, hétfőn újra ellenük próbálkozhatnak. A Corona talán a legkiszámíthatatlanabb csapat az Erste Ligában. Négy nap alatt három meccset játszottak, Székesfehérváron 7-2-re kaptak ki a Titánoktól, majd ugyanilyen arányban győztek a Hokiklub Budapest otthonában, végül simán nyertek Újpesten, a liga egyik legnehezebb ellenfelével szemben. Hétfőn papíron könnyebb próbatétel következik, a Schiller-Vasas HC otthonában kell helytállniuk. A Brassó 33 pontjával negyedik, a Vasas 5-tel utolsó a tabellán. De ez akkor sem jelentheti azt, hogy Mihály Árpádék fél vállról vehetik a mérkőzést, hiszen legutóbbi káposztásmegyeri találkozójukon mínusz kettőről nagynehezen egyenlítve csak a hosszabításban tudtak ellenfelük fölé kerekedni. Most egy ilyen botlás aligha fér bele, hiszen rajtuk a középmezőny: az UTE 6, a DAB 8 ponttal van lemaradva, de mindketten három mérkőzéssel kevesebbet játszottak. A hétfői siker szempontjából kulcsfontosságú lesz, hogy mennyire tudnak fegyelmezettek maradni. Az UTE ellen ez parádésan sikerült, összesen 8 percet kaptak, míg az ellenfél hatot, de nem véletlenül találunk három brassóit is az öt legtöbb büntetésperccel rendelkező játékos között. Garrett Clarke, Cody Carlson és Craig Cescon eddig annyit szedett össze, mint az utánuk következő hat legszabálytalanabb nem brassói együttvéve. A Vasasnak viszont úgy kellenének a pontok, mint egy falat kenyér. Mióta hat körrel korábban végrehajtották a bravúrt a Corona ellen, azóta egyet sem szereztek, holott közvetlen riválisaikkal is találkoztak. Csakhogy simán kikaptak a Hokiklub Budapesttől és a Vienna Capitals II-től is. Ami a leginkább nem megy, az a góllövés, az említett két találkozón összesen egyet értek el. Valamivel biztatóbb csak a gyergyói vendégjátékuk volt, ott 4-6-tal jöttek le a jégről. Ez a feladat most, megtalálni az utat az ellenfelek kapujáig."
31,Mire mennek Debrecenben az Acélbikák?,http://www.jegkorongblog.hu/2018/11/03/deb-dab-video-osszefoglalo/#post-259830,"Újvárosban szoros meccsen nyert a DEAC, amely hazai pályán még keményebb ellenfél lesz. Addig-addig gyűjtögette a pontjait a Brassó, míg szép csöndben felkúszott a tabella harmadik helyére. Igaz, hogy több meccset játszott a negyedik helyre csúszott Debrecennél, de ez akkor is figyelemre méltó. Nem is kérdés, hogy a hajdú-bihari megyeszékhelyen minél előbb vissza szeretnék szerezni a dobogós pozíciót. Ehhez sok feltétel adott, hiszen az elmúlt három hétben lejátszott hat meccsükből négyet nyertek, csak a Fraditól és az akkor még listavezető Csíkszeredától kaptak ki, de utóbbiakat később a Vákárban lenullázták. A válogatott szünet előtt a DAB-bal és a Vienna Capitals II csapatával mérkőznek még, mindkétszer hazai pályán. A csapatban Hugo Turcotte és Jakub Izacky tűnik ki eredményes játékával, előbbinek 20 pontja van, utóbbinak 19. A DEAC kapcsán sosem lehet elmenni szó nélkül Hetényi Zoltán teljesítménye mellett. A 30 éves kapus egy év észak-amerikai kitérő után nyáron azzal a gondolattal  kacérkodott, hogy felhagy a profi sporttal, ám később meggondolta magát. Jól tette: jelenleg a Debreceni Egyetem hallgatója és az Erste Liga legjobb kapusa. A lövések 94,2%-át fogja, meccsenként 2,4 gólt kap átlagban. A sorozatterhelést is jól bírja, 908 percen keresztül védett eddig, senki meg sem közelíti ezt a mennyiséget, mögötte a ferencvárosi Arany Gergely a második, de ő is 107 perccel kevesebb ideig állt a kapuban. Mivel a csapat nem tartozik a legnagyobb gólvágók közé, ezért kritikus, hogy keveset kapjanak, és ebben Hetényinek kiemelkedő a szerepe. Mindez nem kerülte el a válogatott szakmai stábjának figyelmét sem, Rajna Miklós és Bálizs Bence mellett ő is meghívót kapott a jövő heti négy nemzet tornára, amivel legszebb álmai válhatnak valóra. 
Fotó: Boda Bence / DAB A védekezés pénteken is fontos lesz a DEAC számára, hiszen azt a DAB-ot fogadják, amely a liga leggólképesebb csapatai közé tartozik. Meccsenként átlagban 4,6 gólt lőnek Azariék, ennél csak a Csíkszereda tud jobbat, még az FTC-Telekom is elmarad valamelyest. A problémát nem is a támadás, hanem a védekezés jelenti. 15 meccsen 25 pontot szereztek, ezzel a hatodik helyen állnak. A 27 pontos UTE van befogható távolságban, bár a 9 ponttal előttük álló DEAC két meccsel többet játszott, tehát vesztett pontok tekintetében három egységre vannak tőle. A hátrány csökkentésének legkézenfekvőbb módja, ha elhozzák Debrecenből a három pontot, ami viszont ennyire szellős védelemmel nehéz feladat lesz. Átlagban három és fél gólt kapnak meccsenként az újvárosiak, az UTE mutatója 3,2 alatt van, a Brassóé 3 alatt, a DEAC-é 2,6. Ebből a szempontból feltűnő, hogy a rendkívül gólerős első sor hátul mennyire sebezhető. A plusz/mínusz mutató nem tökéletes mérőszám, de sokatmondó, hogy Artem Iosaffov 18 pontjához +6-os, Jaakko Turtiainen 15 pontjához –1-es, Oula Uski 14 pontjához +4-es mutató társul. Összehasonlításul: a csapatkapitány Azari Zsolt 16 pontja mellett +10-en, a hátvéd Miika Franssila 11 pontja mellett +11-en áll. Nem véletlen, hogy Antti Karhula, a dunaújvárosiak vezetőedzője is erre helyezte a hangsúlyt a mérkőzés előtt: „A legutóbbi találkozónk nagyon szoros volt. Ezúttal kisebb jégfelületen fogunk játszani, úgyhogy készen kell állnunk, hogy szűkebb helyeken kell harcolnunk és védekeznünk. Ha már itt tartunk: elsősorban a védekezésre szeretnénk koncentrálni, ha az a helyén lesz, akkor valószínűleg elől is lesznek gólszerzési lehetőségeink. A jelszavunk tehát péntek este az lesz, hogy első a védekezés, utána jöhet a támadás.” Más kérdés, hogy a két csapattal a múltban már előfordult, hogy egyiküknek sem sikerült ráncba szedni a védelmet, 2016 decemberében az újvárosiak 7-7-es rendes játékidő után 8-7-re nyerték a hosszabbítást Debrecenben. Azóta sokat változott és fejlődött mindkét csapat, így ez aligha fordul elő megint, de ettől még élvezetes meccsre van kilátás."
32,Mit jelent ma egy FTC–UTE hokiderbi?,http://www.jegkorongblog.hu/2018/10/29/ftc-ute-0-0-4/#post-259112,"Az este 8-kor a Tüskecsarnokban kezdődő örökrangadó nyilvánvalóan egyike lesz az év mérkőzéseinek az Erste Ligában. A magyar hokitörténelem legnagyobb múltú mérkőzésével ünnepli megalakulásának 90. évfordulóját a Ferencváros jégkorongszakosztálya. Az ünnepi alkalomra ebben az idényben először megtelhet a Tüskecsarnok: a zöld-fehérek ott rendezik az ősi rivális Újpest elleni mérkőzésüket, amellyel az alapításra emlékeznek. A Ferencváros–Újpest derbikről az elmúlt évek alatt nagyon sok mindent elmondtunk már. A legfontosabb talán, hogy a pillanatnyi formáktól és a keretek erősségétől függetlenül általában kiszámíthatatlan a végkimenetelük. A játékosok mindkét oldalon pontosan tudják, mit jelent ez a csata, és hogy ha valamikor nem lehet tompán játszani, az ez az alkalom. A főpróba ezúttal egyik oldalon sem sikerült fényesen. Az FTC-Telekom az alsó régiókba tartozó, kevesebb mint három teljes sorral érkező Vienna Capitals-farmot fogadta, és toronymagas esélyesként majdnem elszórakozta a meccset. A bécsiek szereztek vezetést, amire a Fradi a 41. percig négy góllal – közte Tóth Adrián klasszikus mesterhármasával – válaszolt, ám a játékosok úgy érezték, ezzel vége is a történetnek. Az osztrákok nem így látták. Kiegyenlítettek annak ellenére, hogy 4-3-nál Fodor Szabolcs időt kért. Az 55. percben aztán megszerezte az ötödik gólját is a Fradi, de a bécsiek a kapust lehozva küzdöttek az egyenlítésért. Végül sikerült megnyerniük a meccset a zöldeknek, de ennél sokkal több jót nehéz lenne elmondani vasárnapjukról. Még rosszabbul járt az UTE, amelynek erősebb ellenfél, a Brassó jutott, de rendkívül tompán játszott, ráadásul az öltözőben is maradt mindhárom harmad elején. A negyedik percben már kétgólos mínuszban voltak, és közben az erdélyiek lőttek még egy érvénytelenített találatot, valamint kihagytak további két ordító ziccert. Senki nem szólhatott volna egy szót sem, ha öt perc alatt ötgólos hátrányba kerül az Újpest. A dermesztő kezdést követően összekapta magát a társaság, de csak lövésekre futotta, gólokra sokáig nem. A második harmad elején ismét gyorsan jött a brassói találat, és ugyanez megtörtént a harmadik harmad elején is. Ezúttal a péntek esti, Titánok elleni mérkőzéssel ellentétben alaposan elvesztette az 5 az 5 elleni csatát az UTE, a játékosok fejben nemigen voltak ott.  fotók: TSH fotó A Fradi ezzel együtt másfél hónapja, szeptember 14-e óta veretlen, győzelmi szériája már 14 meccsnél tart. A mezőny egyetlen tagjaként minden alkalommal szereztek pontot, a lőtt gólok átlagában majdnem utolérték a gyengélkedő Csíkszeredát, a kapott gólokéban mindenkinél messze jobbak. Fodor Szabolcs irányításával egyértelműen bajnokesélyes csapat jött össze zöld-fehérben. Az UTE teljesítménye rapszodikusabb. A vasárnapi volt a csapat harmadik rendes játékidős veresége, és ezen kívül is többször hullajtottak el értékes pontokat könnyebbnek vélt ellenfelekkel szemben. Ráadásul sérülés- és betegséghullám is sújtja őket. Nagy Nilan hetek óta harcképtelen, Sikorcin többször hiányzott, most Sági dőlt ki pár hétre, és úgy tűnik, kapusfronton is gondok voltak ismét. Sila védte végig jóformán a szezon egészét eddig, pedig a formája sem mindig meggyőző. Nagy szerencse, hogy a juniorok közül többen is bizonyították, hogy számítani lehet rájuk. Az UTE rendszeresen négy-öt U20-as játékossal áll fel, ezt rajta kívül kevesen mondhatják el magukról. Ugyanakkor a fiataloktól kiélezett helyzetben még nem lehet elvárni, hogy húzóemberek legyenek. Mindenesetre bizonyosan jól jött a liláknak a minapi erősítés Miskolcról. A házigazdák meg szeretnék adni a módját a mérkőzésnek. A Ferencváros egyedi retromezben játszik majd, a meccs előtt és a szünetekben programok segítenek eltölteni az időt a szurkolóknak. A jegyek szépen fogynak, vasárnap már alig néhány várt gazdára. Az előzmények alapján tehát elmondható, hogy valószínűleg minden eladható helyet el fognak foglalni a szurkolók, a Tüskecsarnokban ebben az idényben először kitehetik a megtelt táblát. A mérkőzéssel kapcsolatos minden hasznos tudnivalót megtalálhatnak erről a linkről elindulva.  “Természetesen nagyon várjuk már a derbit – mondta blogunknak Fodor Szabolcs, a Ferencváros vezetőedzője. – Örülünk, hogy jó sorozatban vagyunk, de a már lejátszott meccsekkel nem szabad törődni, azok elmúltak. Lehet, hogy vasárnap mindenki egy kicsit előregondolt, de hétfő este biztosan minden játékos csakis arra az összecsapásra fog koncentrálni. Az Újpest a legnagyobb riválisunk, ősi ellenfél, amely ellen soha nem lehet biztosra menni. Ahogy minden mérkőzésen, úgy most is a saját játékunkkal akarunk foglalkozni, és szeretnénk a klub hagyományaihoz méltóan szívvel-lélekkel játszani a győzelemért.” Az ellenfél edzője, Szilassy Zoltán is hasonlóan nyilatkozott. “Természetesen mindenki tudja, mit jelent egy Ferencváros–Újpest derbi. Ez alól nem kivételek a légiósok sem, aki nagy része korábban is játszott már ilyen találkozón. A Brassó ellen tompák voltunk, úgy tűnt, nem sikerült mindenkinek ráhangolódnia a feladatra, lehet, hogy többeknek már a Fradi járt az eszében. Elrontottuk a kezdést, és egy jó csapat ellen rohanni kellett az eredmény után. Nem sikerült. Ezzel hétfőn remélhetőleg nem lesz gond, mindenki száz százalékig ott lesz. A Ferencváros ellen apróságok dönthetnek, az eddigi meccseinkből a jó dolgokat kell magunkkal vinnünk. A várható telt ház biztosan feldob mindenkit. Szoros mérkőzésre számítok.” A két csapat ebben az idényben kétszer találkozott egymással, mindkétszer a Megyeri úton. Mindkét alkalommal szoros eredmény született, egyszer az UTE, egyszer a Ferencváros nyert hosszabbításban. Az összecsapást az M4 Sport élőben közvetíti."
