,title,link,text
50,A Gyergyót már nem hagyná nyerni a Sportklub,http://www.jegkorongblog.hu/2018/10/30/scc-gye-nyilatkozatok-2/#post-259173,"Az exlistavezető Csíkszereda hullámvölgybe került, de a Gyergyói HK ellen mindenképpen el akar indulni felfelé. Legutóbbi beharangozónkban azt írtuk, megtörni látszik a listavezető lendülete – és ezt a debreceniek maximálisan ki is tudták használni, 4-0-ra verték a Sportklubot saját pályáján. A gólokat a szezon első negyedében számolatlanul lövő csíkiak egymás utáni második meccsükön voltak képtelen betalálni, meg is előzte őket a száguldó FTC-Telekom a tabellán. A Sportklub így 18 mérkőzésen gyűjtött 42 pontot, előtte áll a Fradi 17 meccsen 43-mal, mögötte a DEAC szintén 17 meccsen 34-gyel. Aggodalomra mindazonáltal nincs ok Szeredában, elvégre nem nagyon van szezon kisebb-nagyobb hullámvölgyek nélkül. A Sportklubnál most az a kérdés, hogy meddig tart a gólképtelenségi széria, illetve hogy miként éli meg a csapat a kisebbfajta krízist. Az, hogy a tavalyi vezér Pjotr Szcsasztlivij végleg elköszönt, aligha befolyásolja az elszántságot, hiszen az orosz idén már nem játszott, és nélküle is négy (!) sportklubos támadó található a liga kanadai táblázatának top tízében: Radim Valchar, Becze Tihamér, Részegh Tamás és Andrej Taratuhin. A Gyergyó persze minden szempontból veszélyes ellenfél, mert bár vasárnap kikapott a Debrecentől, azt megelőzően legyőzte a Vasast és a Titánokat, illetve idegenben is szoros meccset játszott a Ferencváros otthonában. Arról nem beszélve, hogy legutóbbi egymás elleni meccsükön a gyergyóiak elvették a Szereda hazai veretlenségét: október 8-án hosszabbításban nyertek 4-3-ra a Vákár Lajos-jégpályán. Ezzel együtt a papírforma egyértelműen a Sportklub mellett szól, hatalmas meglepetés lenne, ha a vendégek újfent nyerni tudnának."
51,Egyre szebb és jobb hokit játszanak a Titánok,http://www.jegkorongblog.hu/2018/10/29/avs-hkb-2-5/#post-259104,"Ha ilyen tempóban fejlődnek tovább a fehérváriak, akkor csak idő kérdése, hogy mikor zárkóznak fel az élmezőnyhöz. A Fehérvári Titánok lassan kezdték a bajnokságot, de azóta alaposan rákapcsoltak, mindenképpen érdemes a fiatalok meccseire is kilátogatniuk a szurkolóknak. A védelemmel még akadnak gondok, de a támadójáték kezd összeállni a megyeszékhelyen. Tizenöt meccsen van túl a csapat, az első 8 találkozón 17 gólt szereztek, a Hokiklub Budapest ellen oda-vissza nyertek, és hosszabbítás után elvették az UTE skalpját is, ami szenzáció volt, de a 7 ponttal nem lehettek elégedettek. Aztán három hete valami radikálisan megváltozott. Az azóta lejátszott hét mérkőzésen 39 gólt lőtt a csapat, amivel 13 pontot tett hozzá az addigi héthez. Kiss Dávid tehát jó munkát végez, és ha az egész szezonban ennyit fejlődik a csapat, akkor merészebb álmokat is dédelgethetnek. A tudatosságot jelzi az emberelőnyös játék minősége. Sokáig ez volt az a játékelem, ami a legkevésbé ment a fiataloknak, a vezetőedző több alkalommal elmondta, külön foglalkoznak a fórok kihasználásával. Ezt minden edző meg szokta említeni, Kiss Dávid abban különbözik, hogy nem eredménytelenül gyakoroltak, a Brassó ellen három, az UTE-val szemben öt előnygólt szereztek, érdemes lesz tehát külön is odafigyelniük erre az aktuális ellenfeleknek. Ahogy a csapat fiataljaira is. A légiós Jack Lewis mellett ugyanis ketten is pont/meccs fölött teljesítenek közülük, a 20 éves Kiss Patrik 10+10-zel áll, az alig 19 esztendős Mihály Ákos pedig 4+12-vel, és vannak még mások is, akik közelítenek hozzájuk. A Titánok hétfői ellenfele az a Hokiklub Budapest lesz, amely október közepén valósággal fellángolt, legyőzte a Vienna Capitals II-t és a Schiller-Vasas HC-t is, majd az UTE-tól mindössze egy-, a listavezető Sportklubtól kétgólos vereséget szenvedett. Minden jel arra utalt, hogy ők is megérkeztek a ligába, de rögvest ezután a Brassótól 7, a DAB-tól 8 gólt kaptak. Utóbbi meccsen bő két és fél perc alatt hagyták fordítani a négy gólt szerző ellenfelet, ami mindennél jobban jelzi, hogy sebezhető a védelem. A Titánokból mindazonáltal felkészültek lehetnek, hiszen idén már harmadszorra futnak össze. Fehérváron hosszabbításig mentek, Budapesten viszont rendes játékidőben nyertek a fehérváriak. Hétfőn este fél hétkor kezdenek a csapatok az Ifj. Ocskay Gábor Jégcsarnokban, győzelemmel két pontra közelítenék meg a hatodik helyen álló Dunaújvárost a hazaiak, míg a vendégek a Vienna Capitals II-vel szemben tudnának jelentőset javítani a pozíciójukon. "
52,Kiütéses siker után várja a Titánokat a Brassó,http://www.jegkorongblog.hu/2018/11/02/bra-avs-3-2-2/#post-259755,"A Sportklub legyőzése után máris újabb meccs jön a kék-sárgáknak, az ellen a csapat ellen, amely egyedül verte sikeres sorozata közben a Coronát. Káprázatos győzelmet arattak a brassóiak a Sportklub felett a csütörtöki erdélyi rangadón. Nyolc gólt lőttek a korábbi listavezetőnek, és csak hármat kaptak. Ezzel megerősítették harmadik helyüket a tabellán, ám a középmezőny tapad rájuk, egy vereséggel lenullázhatnák diadaluk értékét. Jelenleg 39 ponttal állnak a dobogó harmadik fokán, a DEAC 3 meccsel kevesebbet játszva is csak 5-tel van lemaradva, az UTE 4, a DAB 5 meccsel kevesebbel áll, így nehéz reális képet kapni a csapatok valódi pozíciójáról. Az mindenesetre biztos, hogy a Brassó helyzete korántsem stabil, vagyis mindent meg kell tennie a győzelemért. A pénteki találkozó különlegessége, hogy aligha lehet találni két olyan csapatot, amely jobban ismeri egymást, mint a Brassó és a Titánok. Már háromszor mérkőztek egymással, az első találkozót éppúgy 8-3-ra nyerték a brassóiak, mint a Csíkszereda elleni derbit, a másodikon 6-4-re győztek odahaza, a harmadikon viszont a fehérváriak nyertek 7-2-re. Vagyis minden alapjuk megvan a Titánoknak is, hogy bizakodva várják az újabb összecsapást. Annál inkább, mivel a Megyeri úton például csak hosszabbításban kaptak ki egy hete, igaz, utána meglepő vereséget szenvedtek hazai pályán a feltámadó Hokiklub Budapesttől. Pénteken az önbizalomtól duzzadó Brassó otthonából kellene pontot vagy pontokat hozniuk, ami azért nem lesz könnyű feladat. Ha sikerül fegyelmezettnek maradni, és az emberelőnyöket az utóbbi időben szokásos hatékonysággal kihasználni, akkor lehet esélyük a Fejér megyeieknek. "
53,Brassóban előzné vissza a Fradit a Sportklub,http://www.jegkorongblog.hu/2018/11/02/bra-scc-video-osszefoglalo-4/#post-259708,"A harmadik fogadja a másodikat, utoljára 2016 januárjában nyertek Erste Liga-alapszakaszmeccset a Corona otthonában a csíkiak. A legázolt Gyergyó után a Brassó következik a Csíkszereda számára, ezúttal idegenben lépnek pályára Becze Tihamérék. Az amúgy is hatalmas presztízzsel rendelkező erdélyi rangadó értékét növeli, hogy a hazaiak a harmadik, a vendégek a második helyen állnak a magyar bázisú bajnokságban. Pontszámban valamivel nagyobb a különbség, a Sportklub 45, a Brassó 36 egységet gyűjtött. A Csíkszereda túl van egy kisebb hullámvölgyön, Pesterzsébeten, majd hazai pályán a Debrecentől kaptak ki, ráadásul ezen a két találkozón egyetlen árva gólt sem sikerült lőniük. Hétfőn aztán a Gyergyószentmiklós ellen minden bement, ami addig nem, valósággal kiütötték ellenfelüket, a szezon legnagyobb gólkülönbségű mérkőzésén nyertek 9-0-ra. A terv hasonló lesz a Corona ellen is, de ehhez a hazaiaknak is lesz egy-két szavuk. 
Fotó: László F. Csaba / Hargita Népe Annál inkább, mert ők jó szériát futnak, zsinórban három győztes meccsen vannak túl, és utóbbi nyolc összecsapásukból is csak egyet veszítettek el, miközben 19 pontot szereztek. E győzelmek közül a legértékesebb az UTE elleni idegenbeli 5-2-es diadal lehetett, amikor mind az öt góljukat más-más csatár lőtte. A Szereda lehengerlően játszott a szezon első másfél hónapjában, ám a legutóbbi néhány alkalommal akadtak gondjai, a Brassó viszont mostanra szedte össze magát. Az erőviszonyok még nem tűntek ennyire kiegyenlítettnek köztük az Erste Liga idei kiírásában, mint most. Az első egymás elleni rangadójukon végképp nem, hiszen akkor fél óra alatt ötöt vágott a Szereda, és 6-1-re nyert. Érdekesség, hogy azzal sikerrel állt a liga élére a Sportklub, amit a legutóbbi fordulókig tartott is. Az újabb egymás elleni meccsük tétje is az első hely megszerzése az egyik oldalon – a csíkiak egy győzelemmel visszaelőzhetik az FTC-Telekomot –, míg a Brassó számára itt az alkalom a visszavágásra, illetve arra, hogy faragjanak a csíkiak előnyéből. Hozó Levente (másodedző, Sportklub Csíkszereda): “Nem áll szándékunkban változtatni a felálláson, és remélhetőleg nem jön semmi közbe, hogy ezen elképzelésünk meghiúsuljon. Ugyanazt a játékot és felfogást szeretnénk viszontlátni a srácoktól, amit hétfőn. Önbizalmat adott az a meccs, hiszen végre gólokat lőttünk, míg hátul nagyon jól zártunk, és első kapott találat nélküli meccset tudtunk le.”"
54,Kihirdették a női válogatott keretét,http://www.jegkorongblog.hu/2018/11/02/nok-2018-november/#post-259517,"A Jari Risku vezette magyar csapat a Vasas Jégcentrumban vesz részt igen színvonalas hatcsapatos tornán. Budapesten folytatja a felkészülést a női válogatott a 2019. áprilisi divízió 1/A csoportos világbajnokságra. November 7–10. között Káposztásmegyeren rendezünk tornát, ugyanott, ahol a vb-re is sor kerül néhány hónappal később. A négynapos viadalon a mieinkre három meccs vár: szerdán Kína, pénteken Dánia ellen játszanak, majd az utolsó napon rendezik a helyosztókat. A másik csoportban a norvég, a francia és a szlovák együttes szerepel. Jari Risku és stábja négy kapust, hét védőt és tizenöt csatárt hívott be a keretbe – olvasható a jégkorongszövetség honlapjának hírében. A keret hétfőn találkozik, az első meccs szerda este 7 órakor vár a válogatottra Kína ellen.  Fotó: mjsz.hu A női válogatott 2018 novemberi kerete: A női válogatott stábja: Szövetségi kapitány: Jari Risku
Edző: Mika Väärälä
Kapusedző: Budai Krisztián
Videóedző: Kis András
Erőnléti edzők: Kozák Attila, Dr. Benczenleitner Ottó
Rehabilitációs edző: Gallyas Gabriella
Sportmasszőr: Albert Anna
Felszerelésmenedzser: Szabó Dávid
Csapatorvos: Dr. Széplaki Attila
Csapatvezető: Jasó Judit A budapesti hat nemzet torna programja: November 7., szerda, 15:30: Franciaország–Szlovákia
November 7., szerda, 19:00: Magyarország–Kína November 8., csütörtök, 15:30: Norvégia–Szlovákia
November 8., csütörtök, 19:00: Dánia–Kína November 9., péntek, 12:30: Szlovákia–Kína – a torna eredményébe nem számít bele
November 9., péntek, 15:30: Norvégia–Franciaország
November 9., péntek, 19:00: Magyarország–Dánia November 10., szombat, 12:00: A3–B3, az ötödik helyért
November 10., szombat, 15:30: A2–B2, a harmadik helyért
November 10., szombat, 19:00: A1–B1, döntő"
55,Keller tökéletesen lövi a pakkot Grabner elé,http://www.jegkorongblog.hu/2018/11/03/keller-tokeletesen-lotte-a-pakkot-grabner-ele/#post-259803,"Az osztrák szélsőnek elég volt beletennie a fonákot a hosszabbításos győzelemhez. Az Arizona–Carolina meccs hosszabbításában kiválóan látható, ahogy Clayton Keller a legmegfelelőbb pillanatot várja a keresztpasszra Michael Grabner számára. A középen berobbanó, a liga öt leggyorsabb játékosa közé tartozó Grabner megveri Teräväinent, így az átadás a legjobb ütemben érkezik."
56,Hetényi Zoltán a hét játékosa,http://www.jegkorongblog.hu/2018/11/02/hetenyi-zoltan-a-het-jatekosa/#post-259623,"A DEAC mind a hat pontot elhozta múlt heti erdélyi túrájáról, miközben a csapat kapusa csupán egyetlen gólt kapott. Hetényi Zoltán fantasztikusan teljesít ebben a szezonban, formája és számai több mint meggyőzőek, nem csoda, hogy a válogatottba is meghívták ismét. A hét játékosa elismerés alkalmából kisinterjút készített vele a jégkorongszövetség honlapja, amelyben egyebek közt elmondta: “Senki sem várt tőlünk nagy eredményeket, szeretnénk továbbra is meglepetéscsapat lenni. Mondjuk is az öltözőben, hogy maradjunk ugyanilyen szerény, alázatos, keményen dolgozó gárda, és annak meg lehet a gyümölcse. Szerencsére jó a hangulat. Minden nap keményen edzünk, mentálisan és fizikálisan is felkészültek vagyunk.” A beszélgetés teljes szövegéért kattintsanak ide. "
57,Szerencsésebb gólja nem lesz ennél DeKeysernek,http://www.jegkorongblog.hu/2018/11/04/dekeyser-ennel-szerencsesebb-golt-aligha-fog-loni/#post-259987,"A Detroit hátvédjét a palánk és az Edmonton kapusa is kisegítette. DeKeyser lövése jó egy méterrel ment mellé, de pont olyan szögben pattant vissza, hogy Koskinen a mamuttal behúzta a vonal mögé. Fortuna segített, de a meccsen nem, azt az Edmonton nyerte 4-3-ra."
58,Aaltonen nagyon durván megetette Alikint,http://www.jegkorongblog.hu/2018/11/01/aaltonen-durvan-megetette-alikint/#post-259470,A Vityaz finn csatárának góljára nehéz szavakat találni. A podolszkiak többek között az alábbi találatnak köszönhetően győzték le 4-1-re az Amurt. Знакомое движениеpic.twitter.com/48Q07f3Kv5 — КХЛ (@khl) 2018. november 1.
59,Mire mennek Debrecenben az Acélbikák?,http://www.jegkorongblog.hu/2018/11/03/deb-dab-nyilatkozatok/#post-259858,"Újvárosban szoros meccsen nyert a DEAC, amely hazai pályán még keményebb ellenfél lesz. Addig-addig gyűjtögette a pontjait a Brassó, míg szép csöndben felkúszott a tabella harmadik helyére. Igaz, hogy több meccset játszott a negyedik helyre csúszott Debrecennél, de ez akkor is figyelemre méltó. Nem is kérdés, hogy a hajdú-bihari megyeszékhelyen minél előbb vissza szeretnék szerezni a dobogós pozíciót. Ehhez sok feltétel adott, hiszen az elmúlt három hétben lejátszott hat meccsükből négyet nyertek, csak a Fraditól és az akkor még listavezető Csíkszeredától kaptak ki, de utóbbiakat később a Vákárban lenullázták. A válogatott szünet előtt a DAB-bal és a Vienna Capitals II csapatával mérkőznek még, mindkétszer hazai pályán. A csapatban Hugo Turcotte és Jakub Izacky tűnik ki eredményes játékával, előbbinek 20 pontja van, utóbbinak 19. A DEAC kapcsán sosem lehet elmenni szó nélkül Hetényi Zoltán teljesítménye mellett. A 30 éves kapus egy év észak-amerikai kitérő után nyáron azzal a gondolattal  kacérkodott, hogy felhagy a profi sporttal, ám később meggondolta magát. Jól tette: jelenleg a Debreceni Egyetem hallgatója és az Erste Liga legjobb kapusa. A lövések 94,2%-át fogja, meccsenként 2,4 gólt kap átlagban. A sorozatterhelést is jól bírja, 908 percen keresztül védett eddig, senki meg sem közelíti ezt a mennyiséget, mögötte a ferencvárosi Arany Gergely a második, de ő is 107 perccel kevesebb ideig állt a kapuban. Mivel a csapat nem tartozik a legnagyobb gólvágók közé, ezért kritikus, hogy keveset kapjanak, és ebben Hetényinek kiemelkedő a szerepe. Mindez nem kerülte el a válogatott szakmai stábjának figyelmét sem, Rajna Miklós és Bálizs Bence mellett ő is meghívót kapott a jövő heti négy nemzet tornára, amivel legszebb álmai válhatnak valóra. 
Fotó: Boda Bence / DAB A védekezés pénteken is fontos lesz a DEAC számára, hiszen azt a DAB-ot fogadják, amely a liga leggólképesebb csapatai közé tartozik. Meccsenként átlagban 4,6 gólt lőnek Azariék, ennél csak a Csíkszereda tud jobbat, még az FTC-Telekom is elmarad valamelyest. A problémát nem is a támadás, hanem a védekezés jelenti. 15 meccsen 25 pontot szereztek, ezzel a hatodik helyen állnak. A 27 pontos UTE van befogható távolságban, bár a 9 ponttal előttük álló DEAC két meccsel többet játszott, tehát vesztett pontok tekintetében három egységre vannak tőle. A hátrány csökkentésének legkézenfekvőbb módja, ha elhozzák Debrecenből a három pontot, ami viszont ennyire szellős védelemmel nehéz feladat lesz. Átlagban három és fél gólt kapnak meccsenként az újvárosiak, az UTE mutatója 3,2 alatt van, a Brassóé 3 alatt, a DEAC-é 2,6. Ebből a szempontból feltűnő, hogy a rendkívül gólerős első sor hátul mennyire sebezhető. A plusz/mínusz mutató nem tökéletes mérőszám, de sokatmondó, hogy Artem Iosaffov 18 pontjához +6-os, Jaakko Turtiainen 15 pontjához –1-es, Oula Uski 14 pontjához +4-es mutató társul. Összehasonlításul: a csapatkapitány Azari Zsolt 16 pontja mellett +10-en, a hátvéd Miika Franssila 11 pontja mellett +11-en áll. Nem véletlen, hogy Antti Karhula, a dunaújvárosiak vezetőedzője is erre helyezte a hangsúlyt a mérkőzés előtt: „A legutóbbi találkozónk nagyon szoros volt. Ezúttal kisebb jégfelületen fogunk játszani, úgyhogy készen kell állnunk, hogy szűkebb helyeken kell harcolnunk és védekeznünk. Ha már itt tartunk: elsősorban a védekezésre szeretnénk koncentrálni, ha az a helyén lesz, akkor valószínűleg elől is lesznek gólszerzési lehetőségeink. A jelszavunk tehát péntek este az lesz, hogy első a védekezés, utána jöhet a támadás.” Más kérdés, hogy a két csapattal a múltban már előfordult, hogy egyiküknek sem sikerült ráncba szedni a védelmet, 2016 decemberében az újvárosiak 7-7-es rendes játékidő után 8-7-re nyerték a hosszabbítást Debrecenben. Azóta sokat változott és fejlődött mindkét csapat, így ez aligha fordul elő megint, de ettől még élvezetes meccsre van kilátás."
60,Laine-triplával nyert a Winnipeg Helsinkiben,http://www.jegkorongblog.hu/2018/11/02/laine-triplaval-nyert-a-winnipeg-helsinkiben/#post-259588,"A Jets a Floridát verte az NHL Global Series első mérkőzésén, a Calgary ötöt lőtt egy harmadban, gödörben a Toronto és az Anaheim, a Nashville nyerte az elsők csatáját. Két mérkőzés erejéig ismét Európába – most Finnországba – költözött az NHL. A Hartwall Arenában kitett magáért a hazai jégen játszó Patrik Laine, aki karrierje ötödik mesterhármasával vezette győzelemre a Winnipeget. A második harmad végén 1-1-es állásnál Laine első góljára még válaszolt Jevgenyij Dadonov, de a harmadik harmadban a finn gólgyáros két találatára már senki sem. A Jetsből Dustin Byfuglien és Blake Wheeler nevét is ki kell emelni, mindkét játékos három-három gólpasszal iratkozott fel a táblára. Laine a második játékos, aki Európán kívül mesterhármast tudott ütni. Az eddigi egyetlen tripla Theo Fleury nevéhez fűződik, aki 1998. október 10-én Tokióban a Calgary mezében ütött hármat a San Josénak egy 5-3-ra megnyert mérkőzésen. A szezont fantasztikusan kezdő Toronto utolsó hat meccséből a negyediket vesztette el, ezúttal hazai jégen, a Dallas ellen. A Starsban Tyler Seguin készítette elő mindkét gólt, Anton Hudobin pedig 31 lövést fogott, és csak három percre volt a shutouttól. Az Islanders két nap alatt kétszer verte Crosbyékat, az idegenbeli 6-3 után büntetők után nyertek odahaza. Thomas Greiss a szétlövésekkel együtt 32 kísérletet hárított, Josh Bailey győztes büntetőt lőtt. Óriási meccsen nyert a Montreal a Washington ellen. A Canadiens vezetett 1-0-ra és 3-1-re, de a második harmad végén már a címvédő ment 4-3-ra. Az utolsó három percre azonban feltámadt a Habs, és három góllal megfordította a mérkőzést, amiből kettő 2 másodperc alatt született, ez új NHL-rekord. Volt izgalom Calgaryban is, ahol a Flames ötöt rámolt be az utolsó harmadban. A Colorado 4-1-re vezetett kétszer húsz perc után, de a kanadaiak a három-három pontot szerző Mark Giordano, Matthew Tkachuk párosnak köszönhetően megfordították a meccset.  A 46 lövést hárító Craig Anderson hozta a meccset az Ottawának, amely a Buffalo elleni győzelemmel zárta le négymeccses nyeretlenségi sorozatát. A Sabresben Jason Pominville gólt szerzett 1000. mérkőzésén. A Calgary eddig egyetlen alkalommal, 1978. december 31-én nyert úgy meccset rendes játékidőben, hogy a harmadik harmadban háromgólos hátrányban volt. Az utolsó negyedórában a speciális egységeknek köszönhetően fordított a Detroit a New Jersey ellen. 2-1-es Devils-vezetésnél először Michael Rasmussen egyenlített előnyből, majd Justin Abdelkader és Trevor Daley ütött gólt hátrányból. A Detroit egymás után a harmadik meccsét nyerte, és 22 év után ütött ismét két emberhátrányos gólt egy mérkőzésen. A két konferencia első helyezettje találkozott Tampában, ahol a Lightning fogadta a Predatorst. A meccset a vendég Nashville nyerte a fantasztikus napot kifogó és 42 lövést hárító Pekka Rinne vezetésével. A Nashville edzője, Peter Laviolette 1100. alkalommal állt a kispad mögött. Utolsó öt meccséből a negyediket bukta el a Vegas, ezúttal St. Louisban. A Blues a második harmadban három gólt szerzett, ezzel hozta az összecsapást. Oskar Sundqvist duplázott, Ryan O’Reilly egymás után a hatodik meccsén szerzett pontot. Az Edmonton részéről Drake Caggiula és Mikko Koskinen lesimázta a meccset a Chicago ellen. A center kétszer volt eredményes, második alkalommal hátrányból, míg a finn cerberus 40 védéssel ért el shutoutot. Büntetőkkel nyert a Rangers Anaheimben. A Ducks az utolsó percben még egyenlített, de a szétlövések során Mats Zuccarello és Mika Zibanejad góljaival a Rangers elvitte a pluszpontot. Az Anaheim zsinórban a hetedik meccsét vesztette el, és egy mérkőzésre került a negatív franchise-rekordtól. Gond nélkül nyert a Flyers Los Angelesben, és ebben a szezonban először győzött két egymást követő mérkőzésen. Oskar Lindblom egy gólpassz mellett győztes találatot szerzett, a kapuban Brian Elliott nemcsak 25 lövést védett, de Robert Hagg góljánál gólpasszt is szerzett. Anthony Duclair és Szergej Bobrovszkij volt a Columbus két nyerő embere San Joséban. Az orosz kapus 44 lövést húzott le, a csatár pedig egy gólpassz mellett győztes találatot jegyzett. NHL, 2018. november 1. Florida–Winnipeg 2-4
G.: Yandle, Dadonov ill. Laine (3), Perreault Toronto–Dallas 1-2
G.: Marleau ill. Benn, Shore NY Islanders–Pittsburgh 3-2 b.
G.: Bailey, Lee ill. Simon, Malkin Montreal–Washington 6-4
G.: Gallagher (2), Kotkaniemi (2), Domi, Armia ill. Eller (2), Ovecskin (2) Ottawa–Buffalo 4-2
G.: Dzingel, DeMelo, White, Ryan ill. Pominville, Skinner Detroit–New Jersey 4-3
G.: Frk, Rasmussen, Abdelkader, Daley ill. Coleman, Vatanen, Johansson Tampa Bay–Nashville 1-4
G.: Koekkoek ill. Turris, Josi, Jarnkrok, Salomaki St. Louis–Las Vegas 5-3
G.: Sundqvist (2), Taraszenko, Parayko, Bozak ill. Bellemare, Haula, Tuch Calgary–Colorado 6-5
G.: Backlund, Lindholm, Monahan, Neal, Giordano, Frolík ill. Kamenyev, Dries, Wilson, Söderberg, Landeskog Edmonton–Chicago 4-0
G.: Caggiula (2), Garrison, Chiasson ill. – Anaheim–NY Rangers 2-3 b.
G.: Silfverberg, Rakell ill. Hayes, Howden Los Angeles–Philadelphia 2-5
G.: Carter, Kovalcsuk ill. Provorov, Simmonds, Lindblom, Giroux, Hagg San Jose–Columbus 1-4
G.: Labanc ill. Duclair, Jones, Foligno, Anderson Sorsolás
Tabella
Kanadai táblázat"
61,2 gólt lőtt a Montreal 2 másodperc alatt,http://www.jegkorongblog.hu/2018/11/02/a-montreal-kettot-lott-2-masodperc-alatt/#post-259658,"Ez az NHL történetének leggyorsabb duplája egy csapattól. A Canadiens a Washington ellen az utolsó három percben három gólt lőtt, ebből kettőt két másodperc alatt. 4-4-es állásnál, kevesebb mint fél perccel a befejezés előtt Max Domi köszönt be. A bajnok lehozta a kapusát az egyenlítés reményében, de a bulit elhozta a Montreal, Joel Armia pedig a pálya közepéről azonnal az árván maradt kapuba bombázott. Külön-külön két csapat ütött már két gólt két másodperces különbséggel. Először 1987. december 19-én az 5-7-es Boston–St. Louis meccsen Ken Linseman és Doug Gilmour, másodszor 2016. január 5-én a Columbus–Minnesota találkozón Nick Foligno és Mike Granlund."
62,Embertelenül nehéz dolga lesz a MAC-nak,http://www.jegkorongblog.hu/2018/11/03/kos-mac-nyilatkozatok/#post-259891,"Az újbudai Extraliga-újonc elsőre kis híján elkapta a Kassát, most idegenben próbálkozhat ugyanezzel. Az október 2-ai MAC–Kosice találkozón kissé meglepő volt a játék képe. Azt láttuk a Tüskecsarnokban sokáig, hogy hiába az ellenfél a favorit, a mérkőzés nagy részében a hazai csapat irányít, és akár gólokkal is vezethetne. Ám az első találat egészen az 52. percig nem akart megszületni, amikor is Pápa Márton végre eredményes volt. De mielőtt Majoross Gergely fiai megérezhették volna a siker ízét, a Kassa két balszerencsés góllal fordított. De hasonlóan jártak legutóbb a DVTK Jegesmedvék is. Vas Jánosék 2-1-re vezettek az 58. percben (!), a Kassa kapus nélkül egyenlített, majd lőtt még egyet, hogy aztán egy üres kapus találattal tegye fel a pontot az i-re, így alakult ki a 4-2-es végeredmény. E magyar szemmel durva végjátékok ugyanakkor azt is jelzik, hogy hiába a csodás múlt és az aktuális második hely a tabellán, a HC Kosicét is zavarba lehet hozni, akár a liga legfantasztikusabb létesítményében, a Steel Arenában is. Annál inkább, hogy a csapat ez idő szerint épp kisebb hullámvölgyben tartózkodik, minthogy egymás után kikapott hazai jégen a Besztercebányától, majd idegenben a Trencséntől. A legközelebbi közelmúlttal sajnos a MAC sem dicsekedhet, háromból három vereségen van túl: előbb simán kikapott a Liptószentmiklóstól Iglón, majd 2-8-cal zárt a Nyitrával, végül túlórában veszített a Zsolna ellen. Kassán indulni el felfelé biztosan embertelenül nehéz lesz. Máshogyan fogalmazva: csak emberfeletti teljesítménnyel lehet ott pontot vagy pontokat begyűjteni. De miként Majoross Gergely még a Nyitra-meccs után fogalmazott: az átlagos teljesítmény ebben a ligában nem elég semmire. Kassán aztán különösen nem.  Fotó: Manases István (MAC)"
